# EARTH ORIENTATION PARAMETER (EOP) PRODUCT CENTER CENTER (PARIS OBSERVATORY) - INTERNATIONAL EARTH ROTATION AND REFERENCE SYSTEMS SERVICE  
# EOP (IERS) 20 C04 TIME SERIES  consistent with ITRF 2020 - sampled at 0h UTC     
# Description: https://hpiers.obspm.fr/eoppc/eop/eopc04/readme        Contact: christian.bizouard@obspm.fr                              
# Reference Precession-Nutation Model: IAU 2000
# format(4(i4),f10.2,2(f12.6),f12.7,2(f12.6),2(f12.6),f12.7,2(f12.6),f12.7,2(f12.6),2(f12.6),f12.7)
# YR  MM  DD  HH       MJD        x(")        y(")  UT1-UTC(s)       dX(")       dY(")  xrt("/day)  yrt("/day)      LOD(s)        x Er        y Er  UT1-UTC Er       dX Er       dY Er      xrt Er      yrt Er      LOD Er
1962   1  18   0  37682.00   -0.052295    0.228005   0.0265299    0.000000    0.000000    0.000000    0.000000   0.0008110    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   1  19   0  37683.00   -0.053595    0.228705   0.0268868    0.000000    0.000000    0.000000    0.000000   0.0007330    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   1  20   0  37684.00   -0.054895    0.229305   0.0273077    0.000000    0.000000    0.000000    0.000000   0.0006810    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   1  21   0  37685.00   -0.055995    0.229905   0.0277506    0.000000    0.000000    0.000000    0.000000   0.0006780    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   1  22   0  37686.00   -0.057094    0.230506   0.0281834    0.000000    0.000000    0.000000    0.000000   0.0007210    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   1  23   0  37687.00   -0.057994    0.231006   0.0285533    0.000000    0.000000    0.000000    0.000000   0.0007900    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   1  24   0  37688.00   -0.058794    0.231606   0.0288522    0.000000    0.000000    0.000000    0.000000   0.0008620    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   1  25   0  37689.00   -0.059594    0.232106   0.0290721    0.000000    0.000000    0.000000    0.000000   0.0009440    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   1  26   0  37690.00   -0.060193    0.232607   0.0292210    0.000000    0.000000    0.000000    0.000000   0.0010040    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   1  27   0  37691.00   -0.060693    0.233207   0.0293239    0.000000    0.000000    0.000000    0.000000   0.0010370    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   1  28   0  37692.00   -0.061093    0.233707   0.0294068    0.000000    0.000000    0.000000    0.000000   0.0010520    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   1  29   0  37693.00   -0.061392    0.234208   0.0294776    0.000000    0.000000    0.000000    0.000000   0.0010520    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   1  30   0  37694.00   -0.061692    0.234708   0.0295585    0.000000    0.000000    0.000000    0.000000   0.0010440    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   1  31   0  37695.00   -0.061792    0.235208   0.0296424    0.000000    0.000000    0.000000    0.000000   0.0010370    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2   1   0  37696.00   -0.061792    0.235708   0.0297323    0.000000    0.000000    0.000000    0.000000   0.0010170    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2   2   0  37697.00   -0.061691    0.236209   0.0298362    0.000000    0.000000    0.000000    0.000000   0.0010410    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2   3   0  37698.00   -0.061491    0.236709   0.0298791    0.000000    0.000000    0.000000    0.000000   0.0011250    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2   4   0  37699.00   -0.061191    0.237309   0.0298030    0.000000    0.000000    0.000000    0.000000   0.0012890    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2   5   0  37700.00   -0.060791    0.237809   0.0295339    0.000000    0.000000    0.000000    0.000000   0.0015060    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2   6   0  37701.00   -0.060390    0.238410   0.0290467    0.000000    0.000000    0.000000    0.000000   0.0017140    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2   7   0  37702.00   -0.059790    0.239010   0.0283596    0.000000    0.000000    0.000000    0.000000   0.0018790    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2   8   0  37703.00   -0.059190    0.239610   0.0275575    0.000000    0.000000    0.000000    0.000000   0.0019590    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2   9   0  37704.00   -0.058389    0.240211   0.0267354    0.000000    0.000000    0.000000    0.000000   0.0019300    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2  10   0  37705.00   -0.057589    0.240811   0.0259753    0.000000    0.000000    0.000000    0.000000   0.0018180    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2  11   0  37706.00   -0.056689    0.241511   0.0253542    0.000000    0.000000    0.000000    0.000000   0.0016500    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2  12   0  37707.00   -0.055689    0.242211   0.0249181    0.000000    0.000000    0.000000    0.000000   0.0014740    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2  13   0  37708.00   -0.054588    0.242912   0.0246570    0.000000    0.000000    0.000000    0.000000   0.0013030    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2  14   0  37709.00   -0.053488    0.243612   0.0245359    0.000000    0.000000    0.000000    0.000000   0.0011660    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2  15   0  37710.00   -0.052288    0.244312   0.0245467    0.000000    0.000000    0.000000    0.000000   0.0010810    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2  16   0  37711.00   -0.050988    0.245112   0.0246076    0.000000    0.000000    0.000000    0.000000   0.0010560    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2  17   0  37712.00   -0.049587    0.245813   0.0246695    0.000000    0.000000    0.000000    0.000000   0.0010640    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2  18   0  37713.00   -0.048187    0.246613   0.0247074    0.000000    0.000000    0.000000    0.000000   0.0011130    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2  19   0  37714.00   -0.046687    0.247413   0.0246873    0.000000    0.000000    0.000000    0.000000   0.0011600    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2  20   0  37715.00   -0.045186    0.248214   0.0246352    0.000000    0.000000    0.000000    0.000000   0.0012130    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2  21   0  37716.00   -0.043486    0.249014   0.0245041    0.000000    0.000000    0.000000    0.000000   0.0012870    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2  22   0  37717.00   -0.041786    0.249814   0.0243170    0.000000    0.000000    0.000000    0.000000   0.0013330    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2  23   0  37718.00   -0.040086    0.250614   0.0240879    0.000000    0.000000    0.000000    0.000000   0.0013590    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2  24   0  37719.00   -0.038285    0.251415   0.0238487    0.000000    0.000000    0.000000    0.000000   0.0013740    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2  25   0  37720.00   -0.036385    0.252115   0.0236096    0.000000    0.000000    0.000000    0.000000   0.0013510    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2  26   0  37721.00   -0.034485    0.252915   0.0234035    0.000000    0.000000    0.000000    0.000000   0.0013080    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2  27   0  37722.00   -0.032585    0.253715   0.0232364    0.000000    0.000000    0.000000    0.000000   0.0012560    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   2  28   0  37723.00   -0.030584    0.254416   0.0231283    0.000000    0.000000    0.000000    0.000000   0.0012210    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3   1   0  37724.00   -0.028484    0.255116   0.0230452    0.000000    0.000000    0.000000    0.000000   0.0012020    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3   2   0  37725.00   -0.026384    0.255816   0.0229381    0.000000    0.000000    0.000000    0.000000   0.0012430    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3   3   0  37726.00   -0.024283    0.256517   0.0227770    0.000000    0.000000    0.000000    0.000000   0.0013520    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3   4   0  37727.00   -0.022083    0.257117   0.0224709    0.000000    0.000000    0.000000    0.000000   0.0015200    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3   5   0  37728.00   -0.019983    0.257717   0.0219628    0.000000    0.000000    0.000000    0.000000   0.0017300    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3   6   0  37729.00   -0.017683    0.258317   0.0212546    0.000000    0.000000    0.000000    0.000000   0.0019290    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3   7   0  37730.00   -0.015482    0.258818   0.0203775    0.000000    0.000000    0.000000    0.000000   0.0020600    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3   8   0  37731.00   -0.013282    0.259218   0.0194214    0.000000    0.000000    0.000000    0.000000   0.0020840    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3   9   0  37732.00   -0.010982    0.259618   0.0184953    0.000000    0.000000    0.000000    0.000000   0.0019990    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  10   0  37733.00   -0.008682    0.260018   0.0176992    0.000000    0.000000    0.000000    0.000000   0.0018350    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  11   0  37734.00   -0.006381    0.260319   0.0170871    0.000000    0.000000    0.000000    0.000000   0.0016380    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  12   0  37735.00   -0.004081    0.260519   0.0166690    0.000000    0.000000    0.000000    0.000000   0.0014540    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  13   0  37736.00   -0.001781    0.260719   0.0164149    0.000000    0.000000    0.000000    0.000000   0.0013130    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  14   0  37737.00    0.000420    0.260820   0.0162728    0.000000    0.000000    0.000000    0.000000   0.0012200    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  15   0  37738.00    0.002720    0.260920   0.0161857    0.000000    0.000000    0.000000    0.000000   0.0011940    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  16   0  37739.00    0.005020    0.260920   0.0161086    0.000000    0.000000    0.000000    0.000000   0.0012170    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  17   0  37740.00    0.007320    0.260820   0.0159894    0.000000    0.000000    0.000000    0.000000   0.0012770    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  18   0  37741.00    0.009621    0.260621   0.0157963    0.000000    0.000000    0.000000    0.000000   0.0013510    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  19   0  37742.00    0.011921    0.260421   0.0155242    0.000000    0.000000    0.000000    0.000000   0.0014440    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  20   0  37743.00    0.014121    0.260121   0.0151601    0.000000    0.000000    0.000000    0.000000   0.0015220    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  21   0  37744.00    0.016421    0.259721   0.0147350    0.000000    0.000000    0.000000    0.000000   0.0015840    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  22   0  37745.00    0.018622    0.259322   0.0142509    0.000000    0.000000    0.000000    0.000000   0.0016100    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  23   0  37746.00    0.020822    0.258822   0.0137668    0.000000    0.000000    0.000000    0.000000   0.0016110    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  24   0  37747.00    0.023122    0.258222   0.0132897    0.000000    0.000000    0.000000    0.000000   0.0015690    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  25   0  37748.00    0.025323    0.257623   0.0128686    0.000000    0.000000    0.000000    0.000000   0.0015090    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  26   0  37749.00    0.027423    0.256923   0.0125245    0.000000    0.000000    0.000000    0.000000   0.0014170    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  27   0  37750.00    0.029623    0.256123   0.0122734    0.000000    0.000000    0.000000    0.000000   0.0013380    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  28   0  37751.00    0.031823    0.255323   0.0120923    0.000000    0.000000    0.000000    0.000000   0.0012910    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  29   0  37752.00    0.033924    0.254424   0.0119371    0.000000    0.000000    0.000000    0.000000   0.0012770    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  30   0  37753.00    0.036024    0.253524   0.0117570    0.000000    0.000000    0.000000    0.000000   0.0013340    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   3  31   0  37754.00    0.038124    0.252524   0.0114859    0.000000    0.000000    0.000000    0.000000   0.0014700    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4   1   0  37755.00    0.040224    0.251524   0.0110478    0.000000    0.000000    0.000000    0.000000   0.0016640    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4   2   0  37756.00    0.042225    0.250525   0.0103997    0.000000    0.000000    0.000000    0.000000   0.0018730    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4   3   0  37757.00    0.044225    0.249425   0.0095526    0.000000    0.000000    0.000000    0.000000   0.0020600    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4   4   0  37758.00    0.046225    0.248325   0.0085585    0.000000    0.000000    0.000000    0.000000   0.0021620    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4   5   0  37759.00    0.048226    0.247126   0.0075064    0.000000    0.000000    0.000000    0.000000   0.0021510    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4   6   0  37760.00    0.050126    0.246026   0.0065313    0.000000    0.000000    0.000000    0.000000   0.0020430    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4   7   0  37761.00    0.052026    0.244826   0.0057022    0.000000    0.000000    0.000000    0.000000   0.0018580    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4   8   0  37762.00    0.053926    0.243626   0.0050701    0.000000    0.000000    0.000000    0.000000   0.0016570    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4   9   0  37763.00    0.055727    0.242427   0.0046280    0.000000    0.000000    0.000000    0.000000   0.0014860    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  10   0  37764.00    0.057627    0.241227   0.0043199    0.000000    0.000000    0.000000    0.000000   0.0013800    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  11   0  37765.00    0.059327    0.240027   0.0040768    0.000000    0.000000    0.000000    0.000000   0.0013360    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  12   0  37766.00    0.061128    0.238828   0.0038687    0.000000    0.000000    0.000000    0.000000   0.0013390    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  13   0  37767.00    0.062828    0.237628   0.0036235    0.000000    0.000000    0.000000    0.000000   0.0013860    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  14   0  37768.00    0.064428    0.236428   0.0033174    0.000000    0.000000    0.000000    0.000000   0.0014620    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  15   0  37769.00    0.066028    0.235228   0.0029343    0.000000    0.000000    0.000000    0.000000   0.0015530    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  16   0  37770.00    0.067629    0.234029   0.0024602    0.000000    0.000000    0.000000    0.000000   0.0016440    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  17   0  37771.00    0.069129    0.232929   0.0019101    0.000000    0.000000    0.000000    0.000000   0.0017130    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  18   0  37772.00    0.070629    0.231729   0.0012930    0.000000    0.000000    0.000000    0.000000   0.0017470    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  19   0  37773.00    0.072129    0.230629   0.0006559    0.000000    0.000000    0.000000    0.000000   0.0017600    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  20   0  37774.00    0.073530    0.229530   0.0000338    0.000000    0.000000    0.000000    0.000000   0.0017280    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  21   0  37775.00    0.074830    0.228430  -0.0005283    0.000000    0.000000    0.000000    0.000000   0.0016520    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  22   0  37776.00    0.076230    0.227330  -0.0010234    0.000000    0.000000    0.000000    0.000000   0.0015640    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  23   0  37777.00    0.077431    0.226231  -0.0014155    0.000000    0.000000    0.000000    0.000000   0.0014820    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  24   0  37778.00    0.078631    0.225231  -0.0017436    0.000000    0.000000    0.000000    0.000000   0.0014070    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  25   0  37779.00    0.079831    0.224131  -0.0020127    0.000000    0.000000    0.000000    0.000000   0.0013810    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  26   0  37780.00    0.080931    0.223131  -0.0022728    0.000000    0.000000    0.000000    0.000000   0.0014090    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  27   0  37781.00    0.082032    0.222132  -0.0026029    0.000000    0.000000    0.000000    0.000000   0.0015010    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  28   0  37782.00    0.083132    0.221132  -0.0030440    0.000000    0.000000    0.000000    0.000000   0.0016510    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  29   0  37783.00    0.084032    0.220132  -0.0036681    0.000000    0.000000    0.000000    0.000000   0.0018400    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   4  30   0  37784.00    0.085032    0.219132  -0.0044842    0.000000    0.000000    0.000000    0.000000   0.0020370    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   5   1   0  37785.00    0.085933    0.218133  -0.0054853    0.000000    0.000000    0.000000    0.000000   0.0021840    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   5   2   0  37786.00    0.086733    0.217133  -0.0065815    0.000000    0.000000    0.000000    0.000000   0.0022400    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   5   3   0  37787.00    0.087533    0.216033  -0.0076706    0.000000    0.000000    0.000000    0.000000   0.0021800    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   5   4   0  37788.00    0.088334    0.215034  -0.0086607    0.000000    0.000000    0.000000    0.000000   0.0020190    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   5   5   0  37789.00    0.089034    0.214034  -0.0094528    0.000000    0.000000    0.000000    0.000000   0.0018120    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   5   6   0  37790.00    0.089734    0.212934  -0.0100369    0.000000    0.000000    0.000000    0.000000   0.0016090    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   5   7   0  37791.00    0.090334    0.211834  -0.0104360    0.000000    0.000000    0.000000    0.000000   0.0014490    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   5   8   0  37792.00    0.090935    0.210735  -0.0107141    0.000000    0.000000    0.000000    0.000000   0.0013580    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   5   9   0  37793.00    0.091535    0.209635  -0.0109342    0.000000    0.000000    0.000000    0.000000   0.0013290    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   5  10   0  37794.00    0.092035    0.208435  -0.0111503    0.000000    0.000000    0.000000    0.000000   0.0013500    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   5  11   0  37795.00    0.092535    0.207235  -0.0114064    0.000000    0.000000    0.000000    0.000000   0.0014070    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   5  12   0  37796.00    0.092936    0.205936  -0.0117305    0.000000    0.000000    0.000000    0.000000   0.0014940    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
1962   5  13   0  37797.00    0.093336    0.204636  -0.0121366    0.000000    0.000000    0.000000    0.000000   0.0015760    0.030000    0.030000   0.0020000    0.004774    0.002000    0.000000    0.000000   0.0014000
